loss,dimension_loss,orientation_loss,confidence_loss,dimension_mse,orientation_mse,confidence_accuracy,val_loss,val_dimension_loss,val_orientation_loss,val_confidence_loss,val_dimension_mse,val_orientation_mse,val_confidence_accuracy
2.7756781578063965,0.0842158272862434,1.419564723968506,0.4505032896995544,0.0842158272862434,0.6311444640159607,0.2586805522441864,2.0415492057800293,0.0106900874525308,1.21693217754364,0.3254006505012512,0.0106900874525308,0.6460856199264526,0.4879807829856872
0.8533650040626526,0.0134100317955017,0.4314035177230835,0.2784193754196167,0.0134100317955017,0.713447630405426,0.5531684160232544,1.2371565103530884,0.0087093543261289,0.6902121305465698,0.3165828883647918,0.0087093543261289,0.6899794340133667,0.4963942170143127
0.5549102425575256,0.0132101438939571,0.2469488978385925,0.2368723750114441,0.0132101438939571,0.7288299202919006,0.6182725429534912,0.918405532836914,0.008253900334239,0.4754691421985626,0.3278645873069763,0.008253900334239,0.7078748941421509,0.4807692170143127
0.4760034382343292,0.01267412584275,0.2045193314552307,0.2117077559232711,0.01267412584275,0.7324000000953674,0.6681857705116272,0.8267918229103088,0.0147343119606375,0.384781002998352,0.351897656917572,0.0147343119606375,0.7154322862625122,0.4963942170143127
0.4144937694072723,0.0117541924118995,0.1726023107767105,0.1936389207839965,0.0117541924118995,0.7351169586181641,0.7072482705116272,0.6975780129432678,0.0201187264174222,0.2809569537639618,0.3510977625846863,0.0201187264174222,0.7240843176841736,0.515625
0.385872334241867,0.011880125850439,0.1580162644386291,0.1788945794105529,0.011880125850439,0.7363094687461853,0.7367621660232544,0.6226678490638733,0.0185396671295166,0.2362671196460724,0.3511376678943634,0.0185396671295166,0.7278084754943848,0.5084134340286255
0.3515443205833435,0.011075091548264,0.1420388370752334,0.1662212014198303,0.011075091548264,0.7376132011413574,0.7515190839767456,0.6031953692436218,0.0174478180706501,0.2255759835243225,0.3551846742630005,0.0174478180706501,0.7286994457244873,0.5444711446762085
0.3313810229301452,0.0104114497080445,0.1340294480323791,0.1565592885017395,0.0104114497080445,0.7383005619049072,0.7821180820465088,0.5657300353050232,0.018891854211688,0.2005978226661682,0.340748131275177,0.018891854211688,0.7307810187339783,0.542067289352417
0.3220775723457336,0.0097109200432896,0.1326605677604675,0.1490642428398132,0.0097109200432896,0.7384114265441895,0.7821180820465088,0.5489100217819214,0.0158833172172307,0.2012490630149841,0.3352395296096802,0.0158833172172307,0.7307266592979431,0.5288461446762085
0.2970518171787262,0.0096491454169154,0.1189363300800323,0.1408032774925232,0.0096491454169154,0.7395014762878418,0.8018662929534912,0.4919687509536743,0.0134361451491713,0.1825466752052307,0.301936000585556,0.0134361451491713,0.7322852611541748,0.5805288553237915
0.2842816114425659,0.0090949358418583,0.1153230816125869,0.1316446810960769,0.0090949358418583,0.7398632764816284,0.8276909589767456,0.5257263779640198,0.0120744155719876,0.1877450048923492,0.3674735724925995,0.0120744155719876,0.7318520545959473,0.5012019276618958
0.27790367603302,0.0084959622472524,0.1143148839473724,0.1279029846191406,0.0084959622472524,0.7399842143058777,0.8231337070465088,0.4797739684581756,0.0108827631920576,0.1721981465816497,0.3341258466243744,0.0108827631920576,0.7331477403640747,0.5336538553237915
0.2580920457839966,0.0081036565825343,0.1058341935276985,0.1176449209451675,0.0081036565825343,0.7406232357025146,0.8493923544883728,0.4695467352867126,0.0106843514367938,0.1700119078159332,0.3222141563892364,0.0106843514367938,0.7333298325538635,0.5649038553237915
0.2473865300416946,0.0078621385619044,0.1018340960144996,0.1106494665145874,0.0078621385619044,0.7410035133361816,0.8582899570465088,0.4358488321304321,0.0101001877337694,0.15623739361763,0.3019835650920868,0.0101001877337694,0.7344777584075928,0.5588942170143127
0.2418408989906311,0.0076874666847288,0.0995015203952789,0.1083025336265564,0.0076874666847288,0.7412128448486328,0.8621962070465088,0.4517610669136047,0.0106386551633477,0.1634405702352523,0.3068138659000397,0.0106386551633477,0.7338775992393494,0.5336538553237915
0.2268042564392089,0.0070242527872323,0.0939462184906005,0.1015273034572601,0.0070242527872323,0.7416747808456421,0.8736979365348816,0.4339787065982818,0.0106566464528441,0.1546211242675781,0.2975275218486786,0.0106566464528441,0.7346124649047852,0.546875
0.2221374213695526,0.0067838714458048,0.094035156071186,0.0943305790424346,0.0067838714458048,0.7416667342185974,0.8878037929534912,0.4130835235118866,0.010553122498095,0.1493828892707824,0.2724871933460235,0.010553122498095,0.7350489497184753,0.5877403616905212
0.215591013431549,0.0064619593322277,0.0929238572716713,0.0877908915281295,0.0064619593322277,0.7417182326316833,0.8967013955116272,0.3915660679340362,0.0095569174736738,0.1469046026468277,0.2468490600585937,0.0095569174736738,0.7352555394172668,0.6129807829856873
0.2069434374570846,0.0062253256328403,0.0888333320617675,0.0851335451006889,0.0062253256328403,0.7420397996902466,0.8997395634651184,0.3626422584056854,0.0087265977635979,0.1366562992334365,0.2280496656894683,0.0087265977635979,0.7361094951629639,0.6213942170143127
0.193900004029274,0.0060784965753555,0.082325167953968,0.0800395682454109,0.0060784965753555,0.7426058650016785,0.9051649570465088,0.372036725282669,0.0080346707254648,0.14340440928936,0.2335135191679,0.0080346707254648,0.7355470657348633,0.6129807829856873
0.1940921396017074,0.0056706257164478,0.0854407101869583,0.0751559436321258,0.0056706257164478,0.7423195838928223,0.9171006679534912,0.333603173494339,0.0072306203655898,0.1315341144800186,0.2002978920936584,0.0072306203655898,0.73653644323349,0.6634615659713745
0.1839750260114669,0.0054547018371522,0.0804546698927879,0.0720390155911445,0.0054547018371522,0.7427658438682556,0.9188368320465088,0.3228812515735626,0.0058734659105539,0.1338407397270202,0.1855057179927826,0.0058734659105539,0.7363441586494446,0.6742788553237915
0.1796968877315521,0.0052188173867762,0.0804516300559043,0.0658506751060485,0.0052188173867762,0.7427075505256653,0.9279513955116272,0.2850243747234344,0.005820601247251,0.1230954825878143,0.1425563097000122,0.005820601247251,0.73723965883255,0.7596153616905212
0.1739540994167328,0.0051524741575121,0.077809065580368,0.0629563778638839,0.0051524741575121,0.743017852306366,0.9307725429534912,0.2820464074611664,0.0052127810195088,0.1221048161387443,0.1456505507230758,0.0052127810195088,0.7373221516609192,0.7536057829856873
